title,key,style,tempo,checked,audio_produced,chords,composers
Strode Rode,f,,,,,"['Fm7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'Bbm7', 'Db7', 'C7', 'Fm7', 'G%7', 'C7', 'Fm7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'Bbm7', 'Db7', 'C7', 'Fm7', 'Fm7', 'Bbm7', 'Eb7', 'Abm7', 'Db7', 'C7', 'Fm7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'G%7', 'C7', 'Bbm7', 'Db7', 'C7', 'Fm7', 'G%7', 'C7']","Rollins, Sonny"
That's All,B-,,,,,"['Bb^7', 'Cm7', 'Dm7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Dm7', 'G7', 'E%7', 'Ebm7', 'Bb^7', 'G7', 'Cm7', 'F7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb^7', 'Cm7', 'Dm7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Dm7', 'G7', 'E%7', 'Ebm7', 'Bb^7', 'G7', 'Cm7', 'F7', 'Bb6', 'Fm7', 'Bb7', 'Gm7', 'Cm7', 'Fm7', 'Bb7', 'Eb^7', 'Gm7', 'C7', 'Am7', 'Dm7', 'Gm7', 'C7', 'Cm7', 'F7', 'Bb^7', 'Cm7', 'Dm7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Dm7', 'G7', 'E%7', 'Ebm7', 'Bb^7', 'G7', 'Cm7', 'F7', 'Bb6', 'F7']","Haymes, Bob & Brandt, Alan"
These Foolish Things,E-,,,,,"['Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^7', 'G7', 'C7', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^7', 'G7', 'C7', 'F7', 'Bb7', 'Eb6', 'A%7', 'D7', 'Gm7', 'E%7', 'A%7', 'D7', 'Gm7', 'C7', 'F7', 'Bb^7', 'Gm7', 'Cm7', 'F7', 'Bb7', 'Eo7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Fm7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^7', 'G7', 'C7', 'F7', 'Bb7', 'Eb6', 'Fm7', 'Bb7']","Strachey, Jack"
Without A Song,E-,,,,,"['Eb^7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Ab7', 'Eb6', 'Eb7', 'Ab^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Gm7', 'A%7', 'D7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Cm7', 'Fm7', 'Bb7']","Youmans, Vincent"
"End Of A Love Affair, The",F,,,,,"['Gm7', 'C7', 'F^7', 'Fm7', 'Bb7', 'Eb^7', 'Ebm7', 'Ab7', 'Ebm7', 'Ab7', 'Db^7', 'Gm7', 'C7', 'F^7', 'Gm7', 'C7', 'F^7', 'Fm7', 'Bb7', 'Eb^7', 'Ebm7', 'Ab7', 'Ebm7', 'Ab7', 'Db^7', 'Gm7', 'C7', 'F^7', 'Dm7', 'G7', 'Dm7', 'G7', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'Am7', 'D7', 'Dm7', 'G7', 'Gm7', 'C7', 'Gm7', 'C7', 'F^7', 'Fm7', 'Bb7', 'Eb^7', 'Ebm7', 'Ab7', 'Ebm7', 'Ab7', 'Db^7', 'Gm7', 'C7', 'Cm7', 'F7', 'Bb^7', 'Bbm6', 'Eb7', 'F^7', 'Abo7', 'Gm7', 'F#o7', 'Gm7', 'C7', 'F6']","Redding, Edward"
Ev'ry Time We Say Goodbye,E-,,,,,"['Eb^7', 'Eb^7', 'Eb^', 'Eb7', 'Ab^', 'Abm7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Ab7', 'Gm7', 'Cm7', 'Bm7', 'Bbm7', 'Eb7', 'Abm7', 'Db7', 'Gm7', 'Gb7', 'Fm7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm7', 'Db7', 'Gm7', 'C7', 'Gb7', 'Fm7', 'Bb7', 'Eb^7', 'Eb^7', 'Eb^', 'Eb7', 'Ab^', 'Ab7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Ab7', 'Gm7', 'Cm7', 'Bm7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Gm7', 'Gb7', 'Fm7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'G7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Eb6', 'Eb6']","Porter, Cole"
I Guess I'll Hang My Tears Out To Dry,C,,,,,"['Em7', 'Ebm7', 'Dm7', 'G7', 'C^7', 'Am7', 'Dm7', 'G7', 'Gm7', 'C7', 'F^7', 'Bb7', 'C^7', 'D7', 'C6', 'G7', 'Em7', 'Ebm7', 'Dm7', 'G7', 'C^7', 'Am7', 'Dm7', 'G7', 'Gm7', 'C7', 'F^7', 'Bb7', 'C^7', 'Dm7', 'C6', 'Gm7', 'C7', 'Gm7', 'C7', 'F^7', 'C7', 'F6', 'Em7', 'A7', 'E%7', 'A7', 'Dm7', 'Ab7', 'G7', 'Em7', 'Ebm7', 'Dm7', 'G7', 'C^7', 'Am7', 'Dm7', 'G7', 'Gm7', 'C7', 'F^7', 'Bb7', 'Am7', 'Am7', 'F#%7', 'B7', 'Em7', 'Ebm7', 'Dm7', 'Dm7', 'C6', 'Dm7', 'G7']","Styne, Jule"
It Never Entered My Mind,F,,,,,"['F^', 'F+', 'F6', 'F+', 'F^7', 'Gm7', 'Am7', 'Gm7', 'F^7', 'Gm7', 'Am7', 'D7', 'Gm7', 'Gm7', 'C7', 'F^', 'F+', 'F6', 'F+', 'F^7', 'Gm7', 'Am7', 'Gm7', 'F^7', 'Gm7', 'Am7', 'D7', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Am7', 'Gm7', 'C7', 'F^7', 'Csus', 'F^7', 'Csus', 'F^7', 'Gm7', 'Am7', 'B%7', 'E7', 'Am7', 'D7', 'Gm7', 'C7', 'F^7', 'F+', 'F6', 'F+', 'F^7', 'Gm7', 'Am7', 'Gm7', 'F^7', 'Bb7', 'A%7', 'D7', 'Gm7', 'C7', 'Am7', 'D7', 'Gm7', 'C7', 'F6', 'Gm7', 'C7']","Rodgers, Richard	"
Just One Of Those Things,F,,,,,"['Dm6', 'Dm6', 'E%7', 'A7', 'F7', 'F7', 'B%7', 'Bbm6', 'Am7', 'Ab7', 'Gm7', 'C7', 'F6', 'D7', 'Gm7', 'Gm7', 'E%7', 'A7', 'Dm6', 'Dm6', 'E%7', 'A7', 'F7', 'F7', 'B%7', 'Bbm6', 'Am7', 'Ab7', 'Gm7', 'C7', 'F6', 'F6', 'Fm7', 'Bb7', 'Eb6', 'Eo7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Dm7', 'G7', 'C6', 'Am7', 'F#%7', 'Fm6', 'Em7', 'Eb7', 'Gm7', 'C7', 'E%7', 'A7', 'Dm6', 'Dm6', 'E%7', 'A7', 'F7', 'F7', 'B%7', 'Bbm6', 'Am7', 'Ab7', 'Gm7', 'C7', 'F6', 'F6', 'E%7', 'A7']","Porter, Cole"
"Man That Got Away, The",F,,,,,"['F6', 'F6', 'Gm7', 'C7', 'Bb7', 'B7', 'C7', 'F6', 'F6', 'A7', 'D7', 'D7', 'Gm7', 'C7', 'A%7', 'D7', 'Gm7', 'C7', 'F^7', 'C7', 'F6', 'F6', 'Gm7', 'C7', 'Bb7', 'B7', 'C7', 'F6', 'F6', 'Am7', 'D7', 'Gm7', 'C7', 'F6', 'D7', 'Gm', 'Gm', 'Csus', 'F6', 'F6', 'D7', 'D7', 'G7', 'C7', 'F6', 'F6', 'Eb7', 'C7', 'F6', 'F6', 'Gm7', 'C7', 'Bb7', 'B7', 'C7', 'F6', 'F6', 'Am7', 'D7', 'Bb^7', 'Bo7', 'F6', 'D7', 'Gm7', 'Csus', 'F6', 'Gm7', 'C7']","Arlen, Harold"
Old Folks,F,,,,,"['E%7', 'A7', 'Dm7', 'Db7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'A%7', 'D7', 'Gm7', 'C7', 'A%7', 'D7', 'G7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'E%7', 'A7', 'Dm7', 'Db7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'A%7', 'D7', 'Gm7', 'C7', 'A%7', 'D7', 'G7', 'C7', 'F6', 'F^7', 'C7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'F^7', 'E%7', 'A7', 'Dm7', 'G7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'E%7', 'A7', 'Dm7', 'Db7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'A%7', 'D7', 'Gm7', 'C7', 'A%7', 'D7', 'G7', 'C7', 'F6']","Robison, Willard"
Out Of This World,E-,,,,,"['Bbm', 'Ebm7', 'Eb7', 'Ebm7', 'Bbm', 'Ebm7', 'Ebsus', 'Eb7', 'Ebm7', 'Ebm6', 'Abm7', 'Ab7', 'Eb6', 'Eo7', 'Fm7', 'Bb7', 'Bbm', 'Ebm7', 'Eb7', 'Ebm7', 'Bbm', 'Ebm7', 'Ebsus', 'Eb7', 'Ebm7', 'Ebm6', 'Abm7', 'Ab7', 'Eb6', 'Eb6', 'Eb6', 'D%7', 'G7', 'Cm6', 'Cm6', 'Cm6', 'Cm6', 'Cm6', 'Co7', 'Ab7', 'G7', 'Cm', 'Cm7', 'Cm6', 'Ab7', 'Cm6', 'Ab7', 'G7', 'G7', 'C7', 'F7', 'Bb7', 'Bbm', 'Ebm7', 'Eb7', 'Ebm7', 'Bbm', 'Ebm7', 'Ebsus', 'Eb7', 'Ebm7', 'Ebm6', 'Abm7', 'Ab7', 'Eb6', 'Eo7', 'Fm7', 'Bb7']","Arlen, Harold"
Reflections,A-,,,,,"['Ab^', 'Gb7', 'F7', 'E7', 'Bbm7', 'Eb7', 'Ab^7', 'Bbm7', 'Bm7', 'Cm7', 'F7', 'G%7', 'Bbm7', 'Eb7', 'Ab^7', 'Ao7', 'Bbm7', 'F7', 'Bbm7', 'A7', 'Ab^', 'Gb7', 'F7', 'E7', 'Bbm7', 'Eb7', 'Ab^7', 'Bbm7', 'Bm7', 'Cm7', 'F7', 'G%7', 'Bbm7', 'Eb7', 'Ab^7', 'Ao7', 'C%7', 'F7', 'Bbm7', 'Eb7', 'Ab7', 'Db7', 'Gm7', 'C7', 'Fm', 'Fm7', 'Fm7', 'Bb7', 'Bbm7', 'Bbm7', 'Eb7', 'Ab^', 'Gb7', 'F7', 'E7', 'Bbm7', 'Eb7', 'Ab^7', 'Bbm7', 'Bm7', 'Cm7', 'F7', 'G%7', 'Bbm7', 'Eb7', 'Ab^7', 'Gb7', 'Ab^7']","Monk, Thelonious"
Willow Weep For Me,G,,,,,"['G^7', 'C7', 'G^7', 'C7', 'G^7', 'Am7', 'D7', 'G6', 'Am7', 'Bbo7', 'Bm7', 'C7', 'A%7', 'D7', 'G^7', 'E7', 'Am7', 'D7', 'G^7', 'C7', 'G^7', 'C7', 'G^7', 'Am7', 'D7', 'G6', 'Am7', 'Bbo7', 'Bm7', 'C7', 'A%7', 'D7', 'G^7', 'Dm7', 'G7', 'Cm7', 'Gm7', 'G7', 'Cm7', 'Bb7', 'Ab7', 'G7', 'Cm7', 'Gm7', 'G7', 'Cm7', 'Bb7', 'Ab7', 'Am7', 'D7', 'G^7', 'C7', 'G^7', 'C7', 'G^7', 'Am7', 'D7', 'G6', 'Am7', 'Bbo7', 'Bm7', 'C7', 'A%7', 'D7', 'G^7', 'E7', 'Am7', 'D7']","Ronell, Ann"
Bouncin' With Bud,B-,,,,,"['Bb^7', 'Bb^7', 'B7', 'B7', 'Bb^7', 'Bb^7', 'B7', 'B7', 'Bb6', 'Cm7', 'Dm7', 'Ebm7', 'Dm7', 'G7', 'Cm7', 'D7', 'Gm7', 'C#o7', 'Cm7', 'F7', 'Bb6', 'F7', 'Bb6', 'Cm7', 'Dm7', 'Ebm7', 'Dm7', 'G7', 'Cm7', 'D7', 'Gm7', 'C#o7', 'Cm7', 'F7', 'Bb6', 'D7', 'Gm', 'Gm', 'A%7', 'D7', 'G7', 'F#7', 'Cm7', 'F7', 'Bb6', 'Cm7', 'Dm7', 'Ebm7', 'Dm7', 'G7', 'Cm7', 'D7', 'Gm7', 'C#o7', 'Cm7', 'F7', 'Bb6', 'D7', 'Gm', 'D7', 'Gm', 'Bo7', 'Cm7', 'G7', 'Cm7', 'F7', 'F7', 'Bb6', 'Bb6']","Powell, Bud"
"Day In, Day Out",C,,,,,"['C6', 'C6', 'Dm7', 'G7', 'C6', 'Dm7', 'D#o7', 'C6', 'Em7', 'Ebo7', 'Dm6', 'G7', 'Dm7', 'G7', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C6', 'C6', 'Dm7', 'G7', 'C6', 'Dm7', 'D#o7', 'C6', 'Cm7', 'F7', 'G^7', 'Ab7', 'G^7', 'Ab7', 'G^7', 'Em7', 'Ebm7', 'Dm7', 'G7', 'C6', 'C6', 'Dm7', 'G7', 'C6', 'Dm7', 'D#o7', 'C6', 'Bb7', 'A7', 'D7', 'Fm6', 'Em7', 'A7', 'D7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'D7', 'Fm6', 'Em7', 'A7', 'Dm7', 'G7', 'C6', 'A7', 'Dm7', 'G7']","Bloom, Rube"
Desafinado-orig,E,,,,,"['E^7', 'E^7', 'F#7', 'F#7', 'F#m7', 'B7', 'G#%7', 'C#7', 'F#m7', 'G#7', 'C#7', 'C#7', 'F#7', 'F#7', 'F^7', 'F^7', 'E^7', 'E^7', 'F#7', 'F#7', 'F#m7', 'B7', 'G#%7', 'C#7', 'F#m7', 'G#7', 'C#m7', 'D#7', 'G#^7', 'G7', 'F#7', 'F7', 'G#^7', 'Ao7', 'A#m7', 'D#7', 'G#^7', 'G#m7', 'A#m7', 'D#7', 'B^7', 'Co7', 'C#m7', 'F#7', 'F#m7', 'Dm6', 'F#7', 'B7', 'E^7', 'E^7', 'F#7', 'F#7', 'F#m7', 'B7', 'G#%7', 'C#7', 'A^7', 'Am6', 'E^7', 'C#m7', 'F#7', 'F#7', 'F^7', 'F^7', 'F#7', 'F#m', 'B7', 'E6', 'B7']","Jobim, Antonio Carlos"
Desafinado,F,,,,,"['F^7', 'F^7', 'G7', 'G7', 'Gm7', 'C7', 'A%7', 'D7', 'Gm7', 'A7', 'D7', 'D7', 'G7', 'G7', 'Gb^7', 'Gb^7', 'F^7', 'F^7', 'G7', 'G7', 'Gm7', 'C7', 'A%7', 'D7', 'Gm7', 'Bbm6', 'F^7', 'E7', 'A^7', 'Bbo7', 'Bm7', 'E7', 'A^7', 'Bbo7', 'Bm7', 'E7', 'A^7', 'F#m7', 'Bm7', 'E7', 'C^7', 'C#o7', 'Dm7', 'G7', 'Gm7', 'Ebm6', 'G7', 'C7', 'F^7', 'F^7', 'G7', 'G7', 'Gm7', 'C7', 'A%7', 'D7', 'Gm7', 'Bbm6', 'F^7', 'Dm7', 'G7', 'G7', 'Eb7', 'Eb7', 'G7', 'Gm7', 'C7', 'F6', 'C7']","Jobim, Antonio Carlos"
From This Moment On,f,,,,,"['Fm6', 'Fm6', 'G%7', 'C7', 'Bbm6', 'Fm6', 'Ebm7', 'Ab7', 'Db^7', 'Db^7', 'Gb7', 'Gb7', 'Ab6', 'Ab6', 'G%7', 'C7', 'Fm6', 'Fm6', 'G%7', 'C7', 'Bbm6', 'Fm6', 'Ebm7', 'Ab7', 'Db^7', 'Db^7', 'Gb7', 'Gb7', 'Ab6', 'Ab6', 'Ebm7', 'Ab7', 'Db^7', 'Db^7', 'Gb7', 'Gb7', 'Ab6', 'Ab6', 'Cm7', 'F7', 'Eb6', 'C7', 'Fm7', 'Bb7', 'Eb7', 'Eb7', 'Eb7', 'Eb7', 'C7', 'Fm6', 'Fm6', 'G%7', 'C7', 'Bbm6', 'Fm6', 'Ebm7', 'Ab7', 'Db^7', 'Db^7', 'Gb7', 'Gb7', 'Ab6', 'Ab6', 'C%7', 'F7', 'Bb7', 'Eb7', 'Ab6', 'Ab6']","Porter, Cole"
Goodbye,C,,,,,"['Ab7', 'Ab7', 'G7', 'Ab7', 'G7', 'Cm7', 'Cm7', 'A%7', 'Ab7', 'Cm7', 'Ab7', 'G7', 'Cm7', 'D%7', 'Ab7', 'G7', 'Db7', 'C^7', 'D%7', 'G7', 'Ab7', 'Ab7', 'G7', 'Ab7', 'G7', 'Cm7', 'Cm7', 'A%7', 'Ab7', 'Cm7', 'Ab7', 'G7', 'Cm7', 'D%7', 'Ab7', 'G7', 'Db7', 'C^7', 'Bb7', 'A7', 'Dm7', 'G7', 'C6', 'C6', 'Fm7', 'Bb7', 'Eb^7', 'D%7', 'G7', 'Ab7', 'Ab7', 'G7', 'Ab7', 'G7', 'Cm7', 'Cm7', 'A%7', 'Ab7', 'Cm7', 'Ab7', 'G7', 'Cm7', 'D%7', 'Ab7', 'G7', 'Db7', 'C^7', 'D%7', 'G7']","Jenkins, Gordon"
I Didn't Know What Time It Was,G,,,,,"['F#%7', 'B7', 'Em7', 'A7', 'F#%7', 'B7', 'Em7', 'A7', 'Am7', 'D7', 'Em7', 'Em7', 'C^7', 'Bm7', 'Am7', 'Gm7', 'F#%7', 'B7', 'Em7', 'A7', 'F#%7', 'B7', 'Em7', 'A7', 'Am7', 'D7', 'Em7', 'Em7', 'C^7', 'Bm7', 'Am7', 'D7', 'G^7', 'F#%7', 'B7', 'F#%7', 'B7', 'Em7', 'Eb7', 'Dm7', 'Db7', 'C^7', 'G^7', 'Em7', 'A7', 'Am7', 'Gm7', 'F#%7', 'B7', 'Em7', 'A7', 'F#%7', 'B7', 'Em7', 'A7', 'Am7', 'D7', 'Em7', 'Em7', 'C^7', 'Bm7', 'Cm7', 'F7', 'Bm7', 'E7', 'Am7', 'D7', 'G6', 'G6']","Rodgers, Richard"
Turn Out The Stars,a,,,,,"['B%7', 'E7', 'Am', 'A7', 'Dm7', 'G7', 'C^7', 'Am7', 'Fm7', 'Bb7', 'Eb^7', 'Cm7', 'Am7', 'D7', 'G^7', 'Em7', 'C#m7', 'F#7', 'B^7', 'G#m7', 'C#m7', 'Bb%7', 'Eb7', 'Abm7', 'F%7', 'Bb7', 'Ebm7', 'Ebm7', 'B^7', 'Ebm7', 'Asus', 'A7', 'D^7', 'Asus', 'D^7', 'Gsus', 'G7', 'C^7', 'Gsus', 'G7', 'C^7', 'C7', 'B7', 'Em7', 'Bb7', 'A7', 'Dm7', 'Ab7', 'G7', 'Cm7', 'Eb7', 'Ab^7', 'C7', 'Fm', 'D%7', 'G7', 'Cm7', 'Ebsus', 'Ab^7', 'G7', 'C^7', 'F#7', 'B%7', 'E7', 'Am', 'Absus', 'Ab7', 'C#m7', 'F#7']","Evans, Bill"
You Are Too Beautiful,C,,,,,"['Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^7', 'Bb7', 'C6', 'Am7', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^7', 'Bb7', 'C6', 'Am7', 'D7', 'G7', 'C6', 'Gm7', 'C7', 'F^7', 'F#o7', 'C6', 'A7', 'Dm7', 'G7', 'C^7', 'B%7', 'E7', 'Am7', 'E7', 'Am7', 'D7', 'Dm7', 'Em7', 'A7', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^7', 'Bb7', 'C6', 'Am7', 'D7', 'G7', 'C6', 'Em7', 'A7']","Rodgers, Richard"
Dat Dere,c,,,,,"['Cm7', 'Cm7', 'A%7', 'Ab^7', 'A%7', 'D7', 'D%7', 'G7', 'Cm7', 'Cm7', 'A%7', 'Ab^7', 'D%7', 'G7', 'Cm7', 'G7', 'Cm7', 'Cm7', 'A%7', 'Ab^7', 'A%7', 'D7', 'D%7', 'G7', 'Cm7', 'Cm7', 'A%7', 'Ab^7', 'D%7', 'G7', 'Cm7', 'Cm7', 'D%7', 'G7', 'Cm7', 'Cm', 'A%7', 'D7', 'Gm7', 'A%7', 'D7', 'D%7', 'G7', 'D%7', 'G7', 'Cm7', 'Cm', 'A%7', 'D7', 'Gm7', 'D%7', 'G7', 'Cm7', 'G7', 'Cm7', 'Cm7', 'A%7', 'Ab^7', 'A%7', 'D7', 'D%7', 'G7', 'Cm7', 'Cm7', 'A%7', 'Ab^7', 'D%7', 'G7', 'Cm7', 'G7']","Timmons, Bobby"
Dream Dancing,C,,,,,"['E7', 'E7', 'A^7', 'Eb7', 'Dm7', 'G7', 'C^7', 'C7', 'F^7', 'Fm6', 'Em7', 'A7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'C^7', 'C^7', 'E7', 'E7', 'A^7', 'Eb7', 'Dm7', 'G7', 'C^7', 'C7', 'F^7', 'Fm6', 'Em7', 'A7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'C^7', 'C^7', 'F^7', 'Bb7', 'C^7', 'C^7', 'E%7', 'A7', 'D7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'C^7', 'C^7', 'Am7', 'Fm6', 'C^7', 'B7', 'Bb7', 'Em7', 'A7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'Ebm7', 'Ab7', 'Dm7', 'Gsus', 'C6', 'C6']","Porter, Cole"
Heart And Soul,F,,,,,"['F^7', 'Dm7', 'Gm7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'Am7', 'Dm7', 'Gm7', 'C7', 'F^', 'Dm7', 'Gm7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'Am7', 'Dm7', 'Gm7', 'C7', 'F^', 'Gm7', 'C7', 'F^7', 'Cm7', 'F7', 'Bb^7', 'A7', 'D7', 'G7', 'C7', 'F7', 'Bb7', 'A7', 'Bb^7', 'A7', 'D7', 'G7', 'C7', 'F7', 'Bb7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'Am7', 'Dm7', 'Gm7', 'C7', 'A7', 'D7', 'Gm7', 'C7', 'F^', 'Dm7', 'Gm7', 'C7']","Carmichael, Hoagy"
I Concentrate On You,E-,,,,,"['Eb^7', 'Eb^7', 'Ab7', 'Ab7', 'Ebm7', 'Ebm7', 'Abm6', 'Abm6', 'F%7', 'Bb7', 'Ebm7', 'Gb7', 'B7', 'Bb7', 'Eb6', 'Fm7', 'Bb7', 'Eb^7', 'Eb^7', 'Ab7', 'Ab7', 'Ebm7', 'Dbm7', 'Gb7', 'Cb^7', 'Cb^7', 'Abm7', 'Db7', 'Gb^7', 'C7', 'F7', 'Bb7', 'Eb6', 'Eb6', 'Eb7', 'Ab^7', 'Abm6', 'Eb^7', 'Eb^', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Eb^', 'Eb7', 'Ab^7', 'Db7', 'Gb^7', 'Gb^7', 'C%7', 'F7', 'Bb7', 'Bb7', 'Eb6', 'Gm7', 'A%7', 'A%7', 'Ab^7', 'Gm7', 'Db7', 'Db7', 'Db7', 'C7', 'Fm7', 'Fm7', 'B7', 'Bb7', 'Eb6', 'Fm7', 'Bb7']","Porter, Cole"
Isn't It A Pity,C,,,,,"['C^7', 'Am7', 'F#%7', 'B7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^', 'Em7', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'Am7', 'F#%7', 'B7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^', 'Em7', 'Dm7', 'G7', 'C6', 'F#%7', 'B7', 'Em7', 'C#7', 'F#%7', 'B7', 'Em7', 'A7', 'Dsus', 'G^7', 'Em7', 'Am7', 'D7', 'Gsus', 'F7', 'Db7', 'C^7', 'Am7', 'F#%7', 'B7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^', 'Em7', 'Dm7', 'G7', 'C6', 'Am7', 'Dm7', 'G7']","Gershwin, George"
I Wish You Love,E-,,,,,"['Ebm', 'Ebm^7', 'Ebm7', 'Ebm6', 'F%7', 'Bb7', 'Ebm', 'Ebm^7', 'Ebm7', 'Ebm6', 'F%7', 'Bb7', 'Ebm', 'Ebm^7', 'Ebm7', 'Ebm6', 'F%7', 'Bb7', 'Eb^7', 'C%7', 'F7', 'Fm7', 'Bb7', 'Fm7', 'Bb7', 'Eb^7', 'Ab7', 'Gm7', 'Gbo7', 'Fm7', 'Bb7', 'Eb^7', 'Ab7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Ab7', 'Gm7', 'Gbo7', 'Fm7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm7', 'Db7', 'Eb6', 'Ab7', 'Gm7', 'C7', 'Fm7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Ab7', 'Gm7', 'Gbo7', 'Fm7', 'Bb7', 'Eb6', 'Ab7', 'Gm7', 'C7']","Trenet, Charles"
"Joker, The",E-,,,,,"['Eb^', 'C7', 'Fm7', 'Bb7', 'Gm7', 'F#7', 'Fm7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^', 'Abm7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^', 'C7', 'Fm7', 'Bb7', 'Gm7', 'F#7', 'Fm7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^', 'Abm7', 'Fm7', 'Bb7', 'Eb^', 'Bbm7', 'A7', 'Ab^7', 'Ab^7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb^', 'C7', 'Fm7', 'Bb7', 'Gm7', 'F#7', 'Fm7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^', 'Abm7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^', 'C7', 'Fm7', 'Bb7', 'Gm7', 'F#7', 'Fm7', 'Bb7', 'Bbm7', 'Eb7', 'Ab^', 'Abm7', 'Fm7', 'Bb7', 'Eb^']","Morgan, Lee"
